text,label,dialect,type
الحياة أقصر من أن تشرح للناس حسن نواياك,0,standard,neutral
نتي الفن في حد ذاته حبوبة,1,dialectal,positive
من الحقائق الثابتة انك تستطيع النجاح بسرعة و بأفضل طريقة عندما تساعد الأخرين على النجاح,0,standard,positive
الحمد لله هاد القنوات ديال السعودية كينقلو الدوريات الكبرى,1,dialectal,positive
هداك كاس ولا سطل دلحمام ناري شحال كبير,1,dialectal,neutral
يقولوها فينا مزيانة,1,dialectal,positive
هذا في الحلم او في الكتب اما الواقع فيجبرك على عيش المشقات و تحدي الصعاب,0,standard,negative
عندما يجتمع الجهل و السلطة فالنتيجة هي هذا المخلوق,0,standard,negative
الله يعاونك عليها,1,dialectal,positive
صافي امشي عندوا بسلامة عليك,1,dialectal,neutral
تحياتي وكلنا نحب بعضنا نحن ابناء وطن واحد,0,standard,positive
الصورة من الحساب الرسمي,1,dialectal,neutral
وصل خويا لعزبز تحياتي لك يا طيب,1,dialectal,positive
انت من عشاق البحر اذا انت رفيقتي,0,standard,positive
لقطة لا تصدق ولكنها حقيقة,0,standard,positive
اللهم إنا نسألك موجبات رحمتك وعزائم مغفرتك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار,0,standard,positive
انا لا أقدر بثمن,0,standard,positive
لا غير ضاحكين,1,dialectal,positive
مزيان مربوحة ان شاء الله,1,dialectal,positive
لله المشتكى غدا في محكمة الله سياخدون حقهم اضعاف مضاعفة,0,standard,negative
نهاية الموسل الاول صدمتني وهوأكثر مسلسل أخذت منو صدمات,1,dialectal,negative
ضيعوه في حقه مسكين,0,standard,negative
و لكم في قصصهم عبرة هذا الى كان اصحاب القصص يعتبر منهم,0,standard,neutral
واخا و لكن راه العدد مهم,1,dialectal,neutral
اراقبك من بعيد و اكتم بقلبي الف شعور,0,standard,mixed
الحمد الله وانت فين غبورك,1,dialectal,positive
روح خد لك دروس تارخية من عند محليلينكم السياسيبن قبل التفوه بحماقات تثير الاشمئزاز,1,dialectal,negative
و الله شحال من مرة طرحت على راسي هاد السؤال كيفاش يفرطو فهاد الاجواء الجميلة مع انها تكون مرتين في العام فقط,1,dialectal,mixed
المهم فرحنا و حنا متناسين ان المشاكل يلاه كيبداو من بعد الباك,1,dialectal,mixed
جميل جدا,0,standard,positive
وييه فاش باقي كانت النية,1,dialectal,neutral
مرورك جميل ك جمال روحك و كلامك طيب ك طيبة قلبك تسعدني دائما بوجودك على تغريداتي,0,standard,positive
نفذ صبري مع هذا الجاهل المستفز,0,standard,negative
بارعة,1,dialectal,positive
نتمنى نشوف مبارة كبيرة تطغى فيها كرة القدم عن اي شيء ويكون الفور للأفضل,1,dialectal,positive
أنا مسؤول عما أكتب وانت مسؤول عما تفهم ولست مسؤولا عما تشم خصوصا إذا كنت تقرأ بأنفك,0,standard,neutral
اكابر والكبر لله احبك بس انا مغرور,0,standard,mixed
لقد ضربني البرد,0,standard,neutral
ممكن,0,standard,neutral
فخباركم يوم من الايام كان حلم حياتي نحج ونصلي مور السدسي فاش تنفكر هاد الحلم دابا كنحشم من راسي,1,dialectal,mixed
غير ديرو فينا التيقة واحنا قادرين نربحوهم ان شاء الله و نخرجوهم كي دارو فيكم,1,dialectal,neutral
كذاب,0,standard,negative
لا نتوما بالنسبة للمجتمع يلاه بديتو فحياتكم,1,dialectal,neutral
مع احترامي لك لكن لهجة السخرية في تغريدتك و الردود مستفزة جدا,0,standard,mixed
من يبعدهم الله عنك ، لا تحاول إعادتهم إليك,0,standard,neutral
امين و حفظك و حفظ أحبابك و غواليك,0,standard,positive
يا صاحب الوسام شد الحزام بانت عورتك واختل النضام,0,standard,negative
أن نكون أحرارا في المؤخرة أفضل من أن نكون عبيد في المقدمة,0,standard,positive
هدي تسمى الخيانة لعظمى تسمح ف بلادك,1,dialectal,negative
الحمد لله على فهمك,0,standard,positive
ذكريات الطفولة المغربية أيام البهجة و الضحك,0,standard,positive
رحمه الله وغفر له و جميع موتى المسلمين,0,standard,positive
من أسباب السعادة أن يكون لديك عينا ترى الأجمل وقلبا يغفر الأسوأ وعقلا يفكر بالأفضل وروحا يملأها الأمل,0,standard,positive
حياك الله اخي الكريم,0,standard,positive
مساء السعادة علي حبيبتي امين جزاك الله خير الله يبارك فيك الله يحفظك من كل سوء وشر انت اهلك يا قلبي,0,standard,positive
امين أختي الغالية,0,standard,positive
لن ينفع مع اليهود والصليبيين إلا السيف,0,standard,negative
موضوعه يستحق التأمل لانه تطرق لمسألة تكررت فيما سبق هذا و الله اعلم بما سيقع مستقبلا,0,standard,neutral
عقبات تعترض تفعيل قانون الوصول إلى المعلومات,0,standard,negative
الفارق صنعه انريكي,0,standard,neutral
حبيبي أتشرف بكلامك هذا,0,standard,positive
علينا وعليكم عزيزتي بدوام الخير والسعادة والامان وراحة البال,1,dialectal,positive
شكرا,0,standard,positive
هاذا هو فكر الخوارج الجهلة الباغين,0,standard,negative
مافيها باس و كوليها يدعي معاك,1,dialectal,positive
من لا يخشى حزنك لا يستحقك,0,standard,negative
وانا كدالك تلميذ عادي و آقتبس بعض كلماتك الجميلة,0,standard,positive
هده هي الحقيقة للاسف,0,standard,negative
حالنا نحن وإخواتنا المصريين,1,dialectal,neutral
افشل بلدية هي اكادير و انزكان ايت ملول,1,dialectal,negative
بشرى هي من اصحاب النوايا الطيبة العافين عن الزلات المبتسمة في الأيام صفاء قلبها من رقي اخلاقها اللهم اسعدها يارب,0,standard,positive
من بغاك ما نساك,1,dialectal,positive
شوفو صورة طريقة تحديد موقع,1,dialectal,neutral
الواحد هو لي يشكر راسو صباح العز و الفخامة,1,dialectal,positive
من يضمن المستقبل قال لا تلقو بأنفسكم إلى التهلكة,0,standard,neutral
كن شيئا جميل، فالجميل لا ينسى,0,standard,positive
بدأنا فصل جديد وبدات آمالنا واحلامنا فياربي حقق ما تراه خيرا لنا في ديننا ودنيانا وأخرتنا,1,dialectal,positive
ولا منجا منك إلا إليك، إنك على كل شيء قدير,0,standard,neutral
و الله بعض الناس يستحقوا كل الاحترام و التقدير,0,standard,positive
الله يعاونك على مشاغلك,1,dialectal,positive
حنا راه الله يعمرها دار والله,1,dialectal,positive
إلى اللي يستحق الشكر هو انتما على المجهودات ديالكم والتضحيات ديالكم على ود ولاد الشعب تحياتي لكم,1,dialectal,positive
دعواتنا معهم الله ينصرهم على العدوان الغاصب ماتت الروم لما كنا خيولا و كبونا فقامت اسرائيل لك الله يا غزة و فلسطين,0,standard,mixed
ااااه مزيان عبرتي عليه,1,dialectal,positive
باش تعرفي الغباء نتاع المسؤولين دياولنا السيد مافاهام والو وتيبغي إشرح باز حاشي صنتيحتو صحة,1,dialectal,negative
شي حاجة كتر من مريض,1,dialectal,negative
عليك أن تؤمن بشيء الذين لا يؤمنون أرواحهم خاوية,0,standard,neutral
رصيف الصحافة زوجان يجران العثماني والدكالي إلى القضاء,0,standard,neutral
الامر بحد ذاته مهول ميحتاجش يزيدو لمغاربة يهولوه,1,dialectal,negative
صافي ماكاين غير تفاؤل,1,dialectal,positive
و و و تحماو علينا ويلاه جابو معانا التعادل,1,dialectal,positive
